language,vulnerability_type,vulnerable_code,fixed_code
C#,Insecure JWT Handling,var jwtToken = tokenHandler.ReadJwtToken(token);\nstring issuer = jwtToken.Issuer;,"var validationParameters = new TokenValidationParameters {\n    ValidateIssuer = true,\n    ValidIssuer = \trustedIssuer\"",\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\""JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nstring issuer = ((JwtSecurityToken)validatedToken).Issuer;"""
C#,Insecure JWT Handling,var jwtToken = tokenHandler.ReadJwtToken(token);\nIEnumerable<Claim> claims = jwtToken.Claims;,"var validationParameters = new TokenValidationParameters {\n    ValidateAudience = true,\n    ValidAudience = \trustedAudience\"",\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\""JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nIEnumerable<Claim> claims = principal.Claims;"""
C#,Insecure JWT Handling,var decodedToken = tokenHandler.ReadJwtToken(token);,"try {\n    var validationParameters = new TokenValidationParameters {\n        ValidateIssuerSigningKey = true,\n        IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n    };\n    SecurityToken validatedToken;\n    var principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\n} catch(Exception ex) { throw new SecurityTokenException(\""Token validation failed\"", ex); }"""
C#,Insecure JWT Handling,var decodedToken = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,var jwt = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ClockSkew = TimeSpan.Zero,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nif(((JwtSecurityToken)validatedToken).ValidFrom > DateTime.UtcNow) { throw new SecurityTokenException(\""Token not yet valid\""); }"""
C#,Insecure JWT Handling,var claim = tokenHandler.ReadJwtToken(token).Claims.First().Value;,"var validationParameters = new TokenValidationParameters {\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nvar claim = principal.Claims.FirstOrDefault()?.Value;"""
C#,Insecure JWT Handling,"var obj = JsonConvert.DeserializeObject(token, new JsonSerializerSettings { TypeNameHandling = TypeNameHandling.Auto });","var obj = JsonConvert.DeserializeObject(token, new JsonSerializerSettings { TypeNameHandling = TypeNameHandling.None });"
C#,Insecure JWT Handling,var jwt = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateIssuer = true,\n    ValidIssuer = \trustedIssuer\"",\n    ValidateAudience = true,\n    ValidAudience = \""trustedAudience\"",\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\""JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,var tokenPayload = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,var decoded = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,"var jwtToken = tokenHandler.ReadJwtToken(token);\nstring role = jwtToken.Claims.First(c => c.Type == \role\"").Value;""","var validationParameters = new TokenValidationParameters {\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nstring role = principal.FindFirst(\""role\"")?.Value;\nif(role != \""user\"") { throw new SecurityTokenException(\""Invalid role\""); }"""
C#,Insecure JWT Handling,var jwtToken = tokenHandler.ReadJwtToken(token);,"try {\n    var validationParameters = new TokenValidationParameters {\n        ValidateLifetime = true,\n        ValidateIssuerSigningKey = true,\n        IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n    };\n    SecurityToken validatedToken;\n    var principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\n} catch(Exception ex) { throw new SecurityTokenException(\""Token validation failed\"", ex); }"""
C#,Insecure JWT Handling,"var tokenObj = JsonConvert.DeserializeObject(token, new JsonSerializerSettings { TypeNameHandling = TypeNameHandling.Auto });","var tokenObj = JsonConvert.DeserializeObject(token, new JsonSerializerSettings { TypeNameHandling = TypeNameHandling.None });"
C#,Insecure JWT Handling,var jwtToken = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateIssuer = true,\n    ValidIssuer = \trustedIssuer\"",\n    ValidateAudience = true,\n    ValidAudience = \""trustedAudience\"",\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\""JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,var jwtToken = tokenHandler.ReadJwtToken(token);,"try {\n    var validationParameters = new TokenValidationParameters {\n        ValidateLifetime = true,\n        ValidateIssuerSigningKey = true,\n        IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n    };\n    SecurityToken validatedToken;\n    var principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\n} catch(Exception ex) { throw new SecurityTokenException(\""Malformed token\"", ex); }"""
C#,Insecure JWT Handling,var jwt = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    RequireSignedTokens = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,var decodedToken = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,"var jwtToken = tokenHandler.ReadJwtToken(token);\nstring id = jwtToken.Claims.First(c => c.Type == \userId\"").Value;""","var validationParameters = new TokenValidationParameters {\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nstring id = principal.FindFirst(\""userId\"")?.Value;\nif(string.IsNullOrEmpty(id)) { throw new SecurityTokenException(\""Missing userId\""); }"""
C#,Insecure JWT Handling,var token = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nif(((JwtSecurityToken)validatedToken).Header.Alg != SecurityAlgorithms.HmacSha256) { throw new SecurityTokenException(\""Invalid token algorithm\""); }"""
C#,Insecure JWT Handling,var jwtToken = tokenHandler.ReadJwtToken(token);\nDateTime exp = jwtToken.ValidTo;,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ClockSkew = TimeSpan.Zero,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nDateTime exp = ((JwtSecurityToken)validatedToken).ValidTo;"""
C#,Insecure JWT Handling,var jwt = tokenHandler.ReadJwtToken(token);,"try {\n    var validationParameters = new TokenValidationParameters {\n        ValidateLifetime = true,\n        ValidateIssuerSigningKey = true,\n        IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n    };\n    SecurityToken validatedToken;\n    var principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\n} catch(Exception ex) { throw new SecurityTokenException(\""Token verification failed\"", ex); }"""
C#,Insecure JWT Handling,var decodedToken = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,"var jwtToken = tokenHandler.ReadJwtToken(token);\nstring role = jwtToken.Claims.First(c => c.Type == \role\"").Value;""","var validationParameters = new TokenValidationParameters {\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nstring role = principal.FindFirst(\""role\"")?.Value;\nif(role != \""user\"") { throw new SecurityTokenException(\""Invalid role\""); }"""
C#,Insecure JWT Handling,var jwt = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,BinaryFormatter formatter = new BinaryFormatter();\nobject obj = formatter.Deserialize(fs);,BinaryFormatter formatter = new BinaryFormatter();\nformatter.Binder = new SafeSerializationBinder();\nobject obj = formatter.Deserialize(fs);
C#,Insecure JWT Handling,"var tokenObj = JsonConvert.DeserializeObject(token, new JsonSerializerSettings { TypeNameHandling = TypeNameHandling.Auto });","var tokenObj = JsonConvert.DeserializeObject(token, new JsonSerializerSettings { TypeNameHandling = TypeNameHandling.None });"
C#,Insecure JWT Handling,var jwtToken = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nif(principal.FindFirst(\""userId\"") == null) { throw new SecurityTokenException(\""Missing userId claim\""); }"""
C#,Insecure JWT Handling,var jwtToken = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,var decodedToken = tokenHandler.ReadJwtToken(token);,"try {\n    var validationParameters = new TokenValidationParameters {\n        ValidateLifetime = true,\n        ValidateIssuerSigningKey = true,\n        IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n    };\n    SecurityToken validatedToken;\n    var principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\n} catch(Exception ex) { throw new SecurityTokenException(\""Token invalid\"", ex); }"""
C#,Insecure JWT Handling,var jwtToken = tokenHandler.ReadJwtToken(token);\nDateTime exp = jwtToken.ValidTo;,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ClockSkew = TimeSpan.Zero,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\nDateTime exp = ((JwtSecurityToken)validatedToken).ValidTo;"""
C#,Insecure JWT Handling,var jwtToken = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateIssuer = true,\n    ValidIssuer = \trustedIssuer\"",\n    ValidateAudience = true,\n    ValidAudience = \""trustedAudience\"",\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\""JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,"var obj = JsonConvert.DeserializeObject(token, new JsonSerializerSettings { TypeNameHandling = TypeNameHandling.Auto });","var obj = JsonConvert.DeserializeObject(token, new JsonSerializerSettings { TypeNameHandling = TypeNameHandling.None });"
C#,Insecure JWT Handling,var jwt = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    RequireSignedTokens = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,var tokenObj = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateIssuer = true,\n    ValidIssuer = \trustedIssuer\"",\n    ValidateAudience = true,\n    ValidAudience = \""trustedAudience\"",\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\""JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,var decodedToken = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    ValidateLifetime = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,var jwt = tokenHandler.ReadJwtToken(token);,"var validationParameters = new TokenValidationParameters {\n    RequireSignedTokens = true,\n    ValidateIssuerSigningKey = true,\n    IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n};\nSecurityToken validatedToken;\nvar principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);"""
C#,Insecure JWT Handling,var jwtToken = tokenHandler.ReadJwtToken(token);,"try {\n    var validationParameters = new TokenValidationParameters {\n        ValidateLifetime = true,\n        ValidateIssuerSigningKey = true,\n        IssuerSigningKey = new SymmetricSecurityKey(Encoding.UTF8.GetBytes(ConfigurationManager.AppSettings[\JWT_SECRET\""]))\n    };\n    SecurityToken validatedToken;\n    var principal = tokenHandler.ValidateToken(token, validationParameters, out validatedToken);\n} catch(Exception ex) { throw new SecurityTokenException(\""Invalid token\"", ex); }"""
C#,Insecure JWT Handling,"string jwtKey = \fixedKey\"";""","string jwtKey = Environment.GetEnvironmentVariable(\JWT_SECRET\"");"""
Java,Null Pointer Dereference,String s = null;\nint len = s.length();,String s = getDefaultString();\nif(s != null) { int len = s.length(); } else { /* handle null */ }
Java,Null Pointer Dereference,Object obj = null;\nSystem.out.println(obj.toString());,Object obj = getObject();\nif(obj != null) { System.out.println(obj.toString()); } else { /* handle null */ }
Java,Null Pointer Dereference,User user = null;\nString name = user.getName();,User user = getUser();\nif(user != null) { String name = user.getName(); } else { /* handle null */ }
Java,Null Pointer Dereference,List<String> list = null;\nint size = list.size();,List<String> list = getList();\nif(list != null) { int size = list.size(); } else { /* handle null */ }
Java,Null Pointer Dereference,"Map<String, Integer> map = null;\nInteger value = map.get(\key\"");""","Map<String, Integer> map = getMap();\nif(map != null) { Integer value = map.get(\key\""); } else { /* handle null */ }"""
Java,Null Pointer Dereference,String[] arr = null;\nString first = arr[0];,String[] arr = getStringArray();\nif(arr != null && arr.length > 0) { String first = arr[0]; } else { /* handle null/empty */ }
Java,Null Pointer Dereference,Object data = null;\nprocessData(data.toString());,Object data = getData();\nif(data != null) { processData(data.toString()); } else { /* handle null */ }
Java,Null Pointer Dereference,Integer num = null;\nint value = num.intValue();,Integer num = getNumber();\nif(num != null) { int value = num.intValue(); } else { /* handle null */ }
Java,Null Pointer Dereference,File file = null;\nlong length = file.length();,File file = getFile();\nif(file != null) { long length = file.length(); } else { /* handle null */ }
Java,Null Pointer Dereference,CustomObject obj = null;\nobj.doAction();,CustomObject obj = getCustomObject();\nif(obj != null) { obj.doAction(); } else { /* handle null */ }
Java,Null Pointer Dereference,"String s = request.getParameter(\input\"");\nif(s.equals(\""expected\"")) { process(); }""","String s = request.getParameter(\input\"");\nif(s != null && s.equals(\""expected\"")) { process(); } else { /* handle null or invalid input */ }"""
Java,Null Pointer Dereference,int len = getString().trim().length();,String temp = getString();\nif(temp != null) { int len = temp.trim().length(); } else { /* handle null */ }
Java,Null Pointer Dereference,Config config = getConfig();\nString value = config.getValue();,Config config = getConfig();\nif(config != null) { String value = config.getValue(); } else { /* handle null */ }
Java,Null Pointer Dereference,User user = getUserFromDatabase(id);\nString email = user.getEmail();,User user = getUserFromDatabase(id);\nif(user != null) { String email = user.getEmail(); } else { /* handle user not found */ }
Java,Null Pointer Dereference,Object[] arr = getArray();\nfor(Object o : arr) {\n    System.out.println(o.toString());\n},Object[] arr = getArray();\nif(arr != null) { for(Object o : arr) { if(o != null) { System.out.println(o.toString()); } } } else { /* handle null */ }
Java,Null Pointer Dereference,List<User> users = getUsers();\nUser first = users.get(0);,List<User> users = getUsers();\nif(users != null && !users.isEmpty()) { User first = users.get(0); } else { /* handle null or empty list */ }
Java,Null Pointer Dereference,"Map<String, String> map = getMapData();\nString data = map.get(\key\"").toUpperCase();""","Map<String, String> map = getMapData();\nif(map != null && map.get(\key\"") != null) { String data = map.get(\""key\"").toUpperCase(); } else { /* handle null */ }"""
Java,Null Pointer Dereference,String result = process(null).toString();,Object res = process(null);\nif(res != null) { String result = res.toString(); } else { /* handle null */ }
Java,Null Pointer Dereference,BufferedReader br = new BufferedReader(new FileReader(null));,String fileName = getFileName();\nif(fileName != null) { BufferedReader br = new BufferedReader(new FileReader(fileName)); } else { /* handle null */ }
Java,Null Pointer Dereference,String config = loadConfig().toString();,Object config = loadConfig();\nif(config != null) { String c = config.toString(); } else { /* handle null */ }
Java,Null Pointer Dereference,Database db = getDatabase();\ndb.connect().close();,Database db = getDatabase();\nif(db != null && db.connect() != null) { db.connect().close(); } else { /* handle null */ }
Java,Null Pointer Dereference,List<String> items = getItemList();\nString first = items.get(0);,List<String> items = getItemList();\nif(items != null && !items.isEmpty()) { String first = items.get(0); } else { /* handle null or empty list */ }
Java,Null Pointer Dereference,String s = getNullableString();\nSystem.out.println(s.toLowerCase());,String s = getNullableString();\nif(s != null) { System.out.println(s.toLowerCase()); } else { /* handle null */ }
Java,Null Pointer Dereference,Integer num = getNullableInteger();\nint doubleNum = num * 2;,Integer num = getNullableInteger();\nif(num != null) { int doubleNum = num * 2; } else { /* handle null */ }
Java,Null Pointer Dereference,Person person = getPerson();\nString name = person.getName();,Person person = getPerson();\nif(person != null) { String name = person.getName(); } else { /* handle null */ }
Java,Null Pointer Dereference,InputStream is = getInputStream();\nis.read();,InputStream is = getInputStream();\nif(is != null) { is.read(); } else { /* handle null */ }
Java,Null Pointer Dereference,File file = new File(null);\nlong size = file.length();,String filePath = getFilePath();\nif(filePath != null) { File file = new File(filePath);\n long size = file.length(); } else { /* handle null */ }
Java,Null Pointer Dereference,Object obj = getDynamicObject();\nobj.hashCode();,Object obj = getDynamicObject();\nif(obj != null) { obj.hashCode(); } else { /* handle null */ }
Java,Null Pointer Dereference,"String config = System.getProperty(\config\"").toString();""","String config = System.getProperty(\config\"");\nif(config != null) { config.toString(); } else { /* handle null */ }"""
Java,Null Pointer Dereference,Data data = fetchData();\nprocessData(data.getContent());,Data data = fetchData();\nif(data != null && data.getContent() != null) { processData(data.getContent()); } else { /* handle null */ }
Java,Null Pointer Dereference,"Map<String, Object> m = getMap();\nm.get(\key\"").toString();""","Map<String, Object> m = getMap();\nif(m != null && m.get(\key\"") != null) { m.get(\""key\"").toString(); } else { /* handle null */ }"""
Java,Null Pointer Dereference,"String input = request.getParameter(\input\"");\nSystem.out.println(input.substring(1));""","String input = request.getParameter(\input\"");\nif(input != null && input.length() > 1) { System.out.println(input.substring(1)); } else { /* handle null or short string */ }"""
Java,Null Pointer Dereference,Object result = computeResult();\nSystem.out.println(result.toString());,Object result = computeResult();\nif(result != null) { System.out.println(result.toString()); } else { /* handle null */ }
Java,Null Pointer Dereference,List<User> users = getUsersFromDb();\nfor(User u : users) { System.out.println(u.getId()); },List<User> users = getUsersFromDb();\nif(users != null) { for(User u : users) { if(u != null) { System.out.println(u.getId()); } } } else { /* handle null */ }
Java,Null Pointer Dereference,"Configuration config = loadConfiguration();\nString value = config.getProperty(\key\"");""","Configuration config = loadConfiguration();\nif(config != null) { String value = config.getProperty(\key\""); } else { /* handle null */ }"""
Java,Null Pointer Dereference,UserDetail detail = getUserDetail();\nSystem.out.println(detail.getAddress());,UserDetail detail = getUserDetail();\nif(detail != null) { System.out.println(detail.getAddress()); } else { /* handle null */ }
Java,Null Pointer Dereference,"String value = System.getenv(\CONFIG\"").toLowerCase();""","String env = System.getenv(\CONFIG\"");\nif(env != null) { String value = env.toLowerCase(); } else { /* handle null */ }"""
Java,Null Pointer Dereference,List<String> list = getListFromService();\nString first = list.get(0);,List<String> list = getListFromService();\nif(list != null && !list.isEmpty()) { String first = list.get(0); } else { /* handle null or empty */ }
Java,Null Pointer Dereference,CustomData data = retrieveData();\nSystem.out.println(data.process());,CustomData data = retrieveData();\nif(data != null) { System.out.println(data.process()); } else { /* handle null */ }
Java,Null Pointer Dereference,"String filename = request.getParameter(\file\"");\nFile f = new File(filename);\nlong size = f.length();""","String filename = request.getParameter(\file\"");\nif(filename != null) { File f = new File(filename);\n long size = f.length(); } else { /* handle null */ }"""
C#,Null Pointer Dereference,string s = null;\nint length = s.Length;,string s = GetDefaultString();\nif(s != null) { int length = s.Length; } else { /* handle null */ }
C#,Null Pointer Dereference,object obj = null;\nConsole.WriteLine(obj.ToString());,object obj = GetObject();\nif(obj != null) { Console.WriteLine(obj.ToString()); } else { /* handle null */ }
C#,Null Pointer Dereference,User user = null;\nConsole.WriteLine(user.Name);,User user = GetUser();\nif(user != null) { Console.WriteLine(user.Name); } else { /* handle null */ }
C#,Null Pointer Dereference,List<string> list = null;\nint count = list.Count;,List<string> list = GetStringList();\nif(list != null) { int count = list.Count; } else { /* handle null */ }
C#,Null Pointer Dereference,"Dictionary<string, int> map = null;\nint value = map[\key\""];""","Dictionary<string, int> map = GetDictionary();\nif(map != null && map.ContainsKey(\key\"")) { int value = map[\""key\""]; } else { /* handle null */ }"""
C#,Null Pointer Dereference,string[] arr = null;\nstring first = arr[0];,string[] arr = GetStringArray();\nif(arr != null && arr.Length > 0) { string first = arr[0]; } else { /* handle null or empty */ }
C#,Null Pointer Dereference,object data = null;\nConsole.WriteLine(data.ToString());,object data = GetData();\nif(data != null) { Console.WriteLine(data.ToString()); } else { /* handle null */ }
C#,Null Pointer Dereference,int? number = null;\nint result = number.Value * 2;,int? number = GetNullableInt();\nif(number.HasValue) { int result = number.Value * 2; } else { /* handle null */ }
C#,Null Pointer Dereference,FileInfo file = new FileInfo(null);\nlong len = file.Length;,string path = GetFilePath();\nif(path != null) { FileInfo file = new FileInfo(path);\n long len = file.Length; } else { /* handle null */ }
C#,Null Pointer Dereference,CustomObject obj = null;\nobj.PerformAction();,CustomObject obj = GetCustomObject();\nif(obj != null) { obj.PerformAction(); } else { /* handle null */ }
C#,Null Pointer Dereference,"string input = Request.QueryString[\input\""]; \nConsole.WriteLine(input.ToLower());""","string input = Request.QueryString[\input\""]; \nif(input != null) { Console.WriteLine(input.ToLower()); } else { /* handle null */ }"""
C#,Null Pointer Dereference,object[] arr = GetArray();\nforeach(var o in arr) { Console.WriteLine(o.ToString()); },object[] arr = GetArray();\nif(arr != null) { foreach(var o in arr) { if(o != null) { Console.WriteLine(o.ToString()); } } } else { /* handle null */ }
C#,Null Pointer Dereference,UserDetail detail = GetUserDetail();\nConsole.WriteLine(detail.Address);,UserDetail detail = GetUserDetail();\nif(detail != null) { Console.WriteLine(detail.Address); } else { /* handle null */ }
C#,Null Pointer Dereference,"string config = Environment.GetEnvironmentVariable(\CONFIG\"").ToString();""","string config = Environment.GetEnvironmentVariable(\CONFIG\"");\nif(config != null) { config.ToString(); } else { /* handle null */ }"""
C#,Null Pointer Dereference,var data = FetchData();\nConsole.WriteLine(data.Process());,var data = FetchData();\nif(data != null) { Console.WriteLine(data.Process()); } else { /* handle null */ }
C#,Null Pointer Dereference,List<User> users = GetUsers();\nUser firstUser = users[0];,List<User> users = GetUsers();\nif(users != null && users.Count > 0) { User firstUser = users[0]; } else { /* handle null or empty */ }
